MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,OpenPorchSF,YrSold
20,NA,7153,6,5,1991,1991,1200,78,1278,1294,1294,2,3,6,1991,2,496,51,2008
20,100,17500,7,8,1959,2002,1406,496,1902,1902,1902,2,3,7,1959,2,567,207,2010
20,68,8814,7,5,2005,2007,925,349,1274,1274,1274,2,3,6,2005,2,508,98,2007
60,NA,9572,8,5,1990,1990,482,971,1453,1453,2810,2,4,9,1990,2,750,0,2007
60,108,14774,9,5,1999,1999,0,1393,1393,1422,2599,2,4,10,1999,3,779,30,2010
20,60,8190,4,6,1954,1954,732,216,948,948,948,1,3,5,1956,1,280,36,2007
60,85,11075,6,5,1969,1969,500,176,952,1092,2112,2,4,9,1969,2,576,0,2008
20,61,10226,8,5,2008,2008,0,1622,1622,1630,1630,2,3,8,2008,3,860,42,2009
120,47,4230,7,5,2006,2007,0,1352,1352,1352,1352,2,2,5,2006,2,466,241,2007
20,NA,14781,8,5,2001,2002,0,1753,1753,1787,1787,2,3,7,2001,3,748,150,2006
20,75,10215,4,5,1954,1954,492,372,864,948,948,1,3,5,1954,1,248,0,2007
20,70,8400,6,3,1957,1957,189,628,1478,1478,1478,1,3,6,1957,2,442,0,2009
20,NA,6627,3,6,1949,1950,0,0,0,720,720,1,2,4,1955,1,287,0,2008
60,107,10186,7,5,1992,1992,674,76,750,1061,1923,2,3,8,1992,2,564,39,2010
30,50,5330,4,7,1940,1950,280,140,420,708,708,1,2,5,NA,0,0,0,2009
20,75,9986,8,5,2006,2007,0,1795,1795,1795,1795,2,2,7,2007,3,895,49,2007
30,40,3636,4,4,1922,1950,0,796,796,796,796,1,2,5,NA,0,0,0,2008
30,70,4270,3,6,1931,2006,544,0,544,774,774,1,3,6,NA,0,0,0,2007
20,60,6600,5,9,1982,2008,641,175,816,816,816,1,3,5,1982,1,264,0,2008
50,60,10440,6,7,1920,1950,493,1017,1510,1584,2792,2,5,8,1920,2,520,547,2008
60,63,9084,7,5,1998,1998,0,935,935,955,1632,2,3,8,1998,2,462,28,2006
20,85,10000,8,5,2006,2006,0,1588,1588,1588,1588,2,3,7,2006,3,825,45,2007
80,55,10780,5,5,1976,1976,483,428,911,954,954,1,3,6,1976,2,576,0,2006
20,67,8877,4,6,1938,1958,690,126,816,816,816,1,2,3,1958,1,288,0,2009
50,60,7200,5,6,1938,1995,0,803,803,803,1360,1,2,6,1951,1,297,65,2006
160,24,2368,5,6,1970,1970,765,0,765,765,1365,1,3,7,1970,2,440,36,2009
20,80,9650,6,5,1977,1977,686,664,1350,1334,1334,2,2,6,1977,2,630,16,2009
90,87,9246,5,5,1973,1973,0,1656,1656,1656,1656,2,4,8,1973,2,506,211,2008
30,153,4118,4,4,1941,1950,0,693,693,693,693,1,2,4,NA,0,0,20,2006
60,95,13450,7,5,2002,2002,700,216,916,920,1861,2,3,8,2002,2,492,91,2006
20,120,9560,5,7,1972,1972,360,504,864,864,864,1,3,5,1972,1,288,0,2006
20,70,8294,4,5,1971,1971,0,858,858,872,872,1,3,5,1974,4,480,0,2007
20,66,13695,6,5,2003,2004,814,300,1114,1114,1114,1,3,6,2004,2,576,78,2008
60,NA,9375,8,5,2002,2002,0,1284,1284,1284,2169,2,3,7,2002,2,647,87,2007
50,57,7558,6,6,1928,1950,0,896,896,1172,1913,1,3,9,1929,2,342,0,2009
60,85,11103,7,5,2006,2006,0,728,728,728,1456,2,3,8,2006,2,440,0,2007
30,50,6000,4,4,1920,1950,250,710,960,960,960,1,2,5,1997,1,308,0,2007
20,NA,20781,7,7,1968,2003,297,1203,1568,2156,2156,2,3,9,1968,2,508,80,2006
20,93,15306,8,5,2006,2007,80,1652,1732,1776,1776,2,3,7,2006,3,712,0,2007
20,NA,16196,7,5,1998,1998,1443,39,1482,1494,1494,2,3,5,1998,2,514,25,2007
70,50,5250,8,5,1872,1987,259,425,684,938,2358,2,4,8,NA,0,0,54,2008
90,91,11643,5,5,1969,1969,500,748,1248,1338,2634,2,6,12,1969,4,968,0,2009
60,70,9247,6,6,1962,1962,319,539,858,858,1716,1,4,8,1962,2,490,84,2008
50,50,6000,6,9,1937,2000,0,698,698,786,1176,1,2,4,1999,2,624,0,2009
50,56,14720,8,5,1995,1996,816,1217,2033,2053,3238,2,4,9,1996,3,666,86,2010
60,NA,10316,7,5,2000,2000,735,257,992,992,1865,2,3,7,2000,3,839,184,2008
80,102,10192,7,6,1968,1992,0,570,570,1222,1920,3,4,8,1968,2,487,98,2006
20,NA,9477,5,5,1966,1966,340,524,864,892,892,1,3,5,1966,1,264,0,2008
20,NA,12537,5,6,1971,2008,734,344,1078,1078,1078,1,3,6,1971,2,500,0,2010
160,NA,2117,6,5,2000,2000,378,378,756,769,1573,2,3,5,2000,2,440,32,2010
20,129,16737,9,5,2004,2005,1447,533,1980,1980,1980,2,3,8,2004,3,770,45,2006
70,51,9842,5,6,1921,1998,0,612,612,990,2601,3,4,8,1998,2,621,0,2008
20,124,16158,7,5,2005,2005,1274,256,1530,1530,1530,2,3,7,2005,2,430,36,2009
50,NA,12513,4,4,1920,2007,0,715,715,1281,1738,2,4,7,1920,1,368,0,2009
60,73,8499,6,5,2006,2007,0,616,616,616,1412,2,3,6,2007,2,432,36,2007
160,30,3180,7,5,2005,2005,0,600,600,520,1200,2,2,4,2005,2,480,166,2006
60,NA,7500,7,5,2000,2000,533,281,814,814,1674,2,3,7,2000,2,663,96,2010
60,68,9179,7,5,1999,1999,633,240,873,882,1790,2,3,7,1999,2,588,88,2008
160,41,2665,5,6,1977,1977,548,36,757,925,1475,2,4,6,1977,1,336,26,2006
120,NA,4435,6,5,2003,2004,685,163,848,848,848,1,1,4,2003,2,420,0,2009
20,48,10635,8,5,2003,2003,370,315,1657,1668,1668,2,3,8,2003,2,502,262,2010
50,90,5400,4,6,1920,1950,315,420,840,840,1374,1,2,6,1967,1,338,0,2009
80,80,9600,6,6,1955,1996,831,161,992,1661,1661,1,3,8,1955,1,377,28,2008
60,75,9750,7,6,1998,1998,975,133,1108,1108,2097,2,3,8,1998,2,583,170,2006
20,NA,11400,10,5,2001,2002,1282,1351,2633,2633,2633,2,2,8,2001,3,804,140,2007
60,85,10625,7,5,2005,2005,0,1026,1026,1026,1958,2,3,9,2005,3,936,210,2008
20,89,10991,8,5,2007,2007,0,1571,1571,1571,1571,2,3,7,2007,3,722,36,2007
30,52,6292,6,5,1930,1950,384,384,768,790,790,1,2,4,1925,1,160,141,2008
50,60,10998,5,5,1941,1960,408,156,984,984,1604,2,3,6,1977,2,660,68,2009
160,21,1953,6,5,1973,1973,309,174,483,483,987,1,2,5,1973,1,264,0,2006
80,73,9735,5,5,2006,2007,0,384,384,754,1394,2,3,7,2007,2,400,0,2008
30,45,8212,3,3,1914,1950,203,661,864,864,864,1,2,5,1938,1,200,0,2010
20,NA,12925,6,7,1970,1970,865,340,1205,2117,2117,2,4,7,1970,2,550,42,2008
70,60,7200,7,7,1920,1950,0,596,596,998,1762,1,4,8,1989,2,576,0,2006
30,NA,25339,5,7,1918,2007,0,816,816,1416,1416,2,3,7,2007,2,576,0,2007
50,60,9060,6,5,1939,1950,204,356,560,698,1258,1,2,6,1939,1,280,0,2009
50,40,5436,4,8,1922,2007,735,61,796,796,1154,1,3,7,1922,1,240,96,2010
60,80,16692,7,5,1978,1978,790,133,1392,1392,2784,3,5,12,1978,2,564,112,2006
50,60,8520,6,7,1916,1950,168,0,714,1664,2526,2,5,10,1916,1,216,15,2007
20,42,14892,9,5,2006,2007,1320,426,1746,1746,1746,2,3,7,2006,3,758,39,2009
50,60,6000,6,6,1941,1950,375,360,735,869,1218,1,3,6,2003,2,440,0,2007
20,70,9100,7,5,2000,2000,1400,125,1525,1525,1525,2,3,6,2000,2,541,36,2006
90,65,8944,5,5,1967,1967,0,1584,1584,1584,1584,2,4,8,1967,3,792,152,2009
85,68,7838,5,5,1967,1967,769,95,864,900,900,1,3,6,1967,1,288,144,2006
190,60,10800,6,7,1905,2000,0,482,482,1221,1912,2,3,7,2003,2,672,25,2008
120,53,4045,7,5,2006,2006,1070,286,1356,1500,1500,2,2,6,2006,3,648,20,2006
60,88,12665,8,5,2005,2006,0,1094,1094,1133,2482,2,4,9,2005,3,642,39,2007
20,NA,57200,5,5,1948,1950,353,60,747,1687,1687,1,3,7,1966,2,572,0,2010
70,51,6120,5,8,1920,2004,0,939,939,939,1513,1,4,8,1933,1,180,0,2007
50,60,7200,5,4,1950,1982,180,676,1208,1136,1904,1,3,7,1950,1,240,0,2009
50,51,6171,6,6,1925,1990,264,712,976,1160,1608,2,3,7,1925,1,216,16,2009
50,50,6000,6,7,1929,1950,0,862,862,950,1158,1,3,5,1929,1,208,0,2008
60,62,7415,6,5,2004,2004,759,80,839,864,1593,2,3,8,2004,2,398,75,2008
20,64,6762,7,5,2006,2006,0,1286,1286,1294,1294,2,2,6,2006,2,662,55,2006
20,49,15256,8,5,2007,2007,929,556,1485,1464,1464,2,3,6,2007,3,754,160,2007
50,60,10410,3,4,1915,1950,0,672,672,694,1214,1,3,6,1998,3,936,0,2006
120,44,3842,8,5,2004,2005,1373,221,1594,1646,1646,2,2,5,2004,2,482,53,2008
85,70,8445,5,7,1972,2007,656,112,768,768,768,1,2,5,1988,2,396,0,2009
20,NA,8780,5,5,1985,1985,625,208,833,833,833,1,3,5,NA,0,0,0,2009
70,60,7740,4,7,1910,1950,0,622,622,741,1363,1,3,6,1966,2,528,0,2010
60,46,20544,7,6,1986,1991,0,791,791,1236,2093,2,3,7,1986,2,542,63,2008
60,79,12420,7,5,2001,2001,666,278,944,944,1840,2,3,6,2001,2,622,45,2009
50,80,9600,6,8,1950,2005,120,736,856,1112,1668,1,3,6,1950,1,271,0,2009
90,60,7200,4,5,1949,1950,0,0,0,1040,1040,2,2,6,1956,2,420,0,2009
20,88,10994,8,5,2005,2006,976,868,1844,1844,1844,2,2,7,2005,2,620,44,2009
50,64,13053,6,7,1923,2000,0,833,833,1053,1848,1,4,8,1922,2,370,0,2008
120,51,3635,7,5,2007,2007,988,398,1386,1569,1569,2,1,7,2007,3,660,20,2009
190,60,11340,4,6,1885,1950,0,777,777,1246,2290,2,4,11,1971,2,560,0,2010
60,NA,16545,8,5,1998,1998,781,503,1284,1310,2450,2,3,7,1998,3,1069,126,2009
20,71,9204,5,5,1963,1963,25,247,1144,1144,1144,1,3,6,1962,1,336,88,2008
20,NA,16381,6,5,1969,1969,1110,734,1844,1844,1844,2,3,7,1969,2,540,73,2006
60,90,11700,6,6,1968,1968,404,304,708,708,1416,2,3,7,1968,2,776,169,2006
120,53,4043,6,5,1977,1977,360,709,1069,1069,1069,2,2,4,1977,2,440,55,2010
120,37,4435,6,5,2003,2003,686,162,848,848,848,1,1,3,2003,2,420,0,2008
80,NA,19690,6,7,1966,1966,0,697,697,1575,2201,2,4,8,1966,2,432,236,2006
20,NA,9503,5,5,1958,1983,457,193,1024,1344,1344,1,2,6,1970,1,484,28,2007
20,80,10721,6,6,1959,1959,0,1252,1252,1252,1252,1,3,7,1960,2,528,39,2008
60,81,10944,7,5,1994,1994,1000,223,1223,1223,2127,2,3,5,1994,2,525,132,2008
50,60,10930,5,6,1945,1950,580,333,913,1048,1558,1,3,6,1962,1,288,0,2008
30,60,7200,5,7,1940,1992,510,278,788,804,804,1,2,4,1940,1,240,0,2010
20,NA,12546,6,7,1981,1981,678,762,1440,1440,1440,2,3,7,1981,2,467,0,2007
60,60,21930,5,5,2005,2005,0,732,732,734,1838,2,4,7,2005,2,372,40,2006
120,NA,4928,6,6,1976,1976,958,0,958,958,958,2,2,5,1976,2,440,60,2009
30,60,10800,4,6,1927,2007,0,656,656,968,968,2,4,5,1928,1,216,0,2007
60,93,10261,6,5,2000,2000,0,936,936,962,1792,2,3,8,2000,2,451,0,2008
20,80,17400,5,5,1977,1977,936,190,1126,1126,1126,2,3,5,1977,2,484,41,2006
20,80,8400,6,9,1962,2005,0,1319,1319,1537,1537,1,3,7,1962,2,462,36,2008
20,60,9000,4,6,1971,1971,616,248,864,864,864,1,3,5,1974,2,528,0,2007
20,96,12444,8,5,2008,2008,1336,596,1932,1932,1932,2,2,7,2008,3,774,66,2008
20,90,7407,6,7,1957,1996,600,312,912,1236,1236,1,2,6,1957,2,923,158,2010
60,80,11584,7,6,1979,1979,315,114,539,1040,1725,2,3,6,1979,2,550,88,2007
70,79,11526,6,7,1922,1994,0,588,588,1423,2555,2,3,11,1993,2,672,0,2008
120,NA,4426,6,5,2004,2004,697,151,848,848,848,1,1,3,2004,2,420,0,2008
60,85,11003,10,5,2008,2008,765,252,1017,1026,2007,2,3,10,2008,3,812,52,2009
30,NA,8854,6,6,1916,1950,0,952,952,952,952,1,2,4,1916,1,192,98,2009
20,63,8500,7,5,2004,2004,0,1422,1422,1422,1422,2,3,7,2004,2,626,60,2007
85,70,8400,6,5,1966,1966,187,0,814,913,913,1,3,6,1990,1,240,0,2007
20,NA,26142,5,7,1962,1962,593,595,1188,1188,1188,1,3,6,1962,1,312,39,2010
60,80,10000,8,5,1995,1996,1079,141,1220,1220,2090,2,3,8,1995,2,556,65,2007
50,70,11767,4,7,1910,2000,0,560,560,796,1346,1,2,6,1950,1,384,24,2007
180,21,1533,5,7,1970,1970,553,77,630,630,630,1,1,3,NA,0,0,0,2006
90,60,9000,5,5,1974,1974,0,896,896,896,1792,2,4,8,NA,0,0,45,2009
20,78,9262,8,5,2008,2009,0,1573,1573,1578,1578,2,3,7,2008,3,840,36,2009
180,35,3675,5,5,2005,2005,547,0,547,1072,1072,1,2,5,2005,2,525,28,2006
20,90,17217,5,5,2006,2006,0,1140,1140,1140,1140,1,3,6,NA,0,0,56,2006
20,62,7500,7,5,2004,2005,410,811,1221,1221,1221,2,2,6,2004,2,400,113,2009
60,62,7917,6,5,1999,2000,0,953,953,953,1647,2,3,7,1999,2,460,40,2007
20,85,13175,6,6,1978,1988,790,589,1542,2073,2073,2,3,7,1978,2,500,0,2010
70,66,9042,7,9,1941,2006,275,877,1152,1188,2340,2,4,9,1941,1,252,60,2010
20,68,9717,5,6,1950,1996,49,0,1078,1078,1078,1,2,5,1950,1,240,0,2010
20,75,9937,5,6,1965,1965,830,136,1256,1256,1256,1,3,6,1965,1,276,68,2008
